date,start_time,points_mean,mode,saturation
2017-04-26,12:41:00,0,6,0.0
2017-04-26,12:41:30,0,6,0.0
2017-04-26,12:42:00,0,6,0.0
2017-04-26,12:42:30,0,6,0.0
2017-04-26,12:43:00,0,6,0.0
2017-04-26,12:43:30,163,6,0.008395138030490317
2017-04-26,12:44:00,157,6,0.008086114544705397
2017-04-26,12:44:30,669,6,0.03445611866501854
2017-04-26,12:45:00,0,6,0.0
2017-04-26,12:45:30,0,7,0.0
2017-04-26,12:46:00,0,7,0.0
2017-04-26,12:46:30,0,1,0.0
2017-04-26,12:47:00,78,1,0.0040173053152039555
2017-04-26,12:47:30,0,2,0.0
2017-04-26,12:48:00,0,2,0.0
2017-04-26,12:48:30,0,3,0.0
2017-04-26,12:49:00,0,3,0.0
2017-04-26,12:49:30,137,2,0.007056036258755665
2017-04-26,12:50:00,429,6,0.022095179233621757
2017-04-26,12:50:30,0,3,0.0
2017-04-26,12:51:00,2083,3,0.1072826534816646
2017-04-26,12:51:30,912,3,0.04697156983930779
2017-04-26,12:52:00,290,3,0.014936135146271116
2017-04-26,12:52:30,0,3,0.0
2017-04-26,12:53:00,0,3,0.0
2017-04-26,12:53:30,0,3,0.0
2017-04-26,12:54:00,0,3,0.0
2017-04-26,12:54:30,0,3,0.0
2017-04-26,12:55:00,0,3,0.0
2017-04-26,12:55:30,217,3,0.011176349402554594
2017-04-26,12:56:00,2079,5,0.10707663782447466
2017-04-26,12:56:30,2202,5,0.1134116192830655
2017-04-26,12:57:00,4122,5,0.2122991347342398
2017-04-26,12:57:30,1708,5,0.08796868562010712
2017-04-26,12:58:00,34,5,0.0017511330861145447
2017-04-26,12:58:30,0,5,0.0
2017-04-26,12:59:00,0,5,0.0
2017-04-26,12:59:30,180,5,0.009270704573547589
2017-04-26,13:00:00,2525,5,0.1300473836011537
2017-04-26,13:00:30,1424,5,0.07334157395962093
2017-04-26,13:01:00,563,4,0.028996703749484962
2017-04-26,13:01:30,1970,6,0.10146271116604862
2017-04-26,13:02:00,2860,6,0.1473011948908117
2017-04-26,13:02:30,2162,1,0.11135146271116605
2017-04-26,13:03:00,5179,1,0.2667387721466831
2017-04-26,13:03:30,3661,3,0.18855583024309847
2017-04-26,13:04:00,3289,3,0.16939637412443345
2017-04-26,13:04:30,3698,3,0.19046147507210548
2017-04-26,13:05:00,2799,3,0.144159456118665
2017-04-26,13:05:30,2081,3,0.10717964565306963
2017-04-26,13:06:00,2394,3,0.12330037082818295
2017-04-26,13:06:30,3966,3,0.2042645241038319
2017-04-26,13:07:00,1356,1,0.06983930778739184
2017-04-26,13:07:30,4929,6,0.2538627935723115
2017-04-26,13:08:00,3022,5,0.15564482900700452
2017-04-26,13:08:30,2804,5,0.14441697569015244
2017-04-26,13:09:00,1488,5,0.07663782447466007
2017-04-26,13:09:30,816,5,0.042027194066749075
2017-04-26,13:10:00,192,5,0.009888751545117428
2017-04-26,13:10:30,0,5,0.0
2017-04-26,13:11:00,271,5,0.013957560774618872
2017-04-26,13:11:30,869,5,0.04475690152451586
2017-04-26,13:12:00,3761,3,0.19370622167284712
2017-04-26,13:12:30,2367,1,0.12190976514215081
2017-04-26,13:13:00,0,1,0.0
2017-04-26,13:13:30,0,1,0.0
2017-04-26,13:14:00,0,1,0.0
2017-04-26,13:14:30,0,1,0.0
2017-04-26,13:15:00,0,1,0.0
2017-04-26,13:15:30,0,1,0.0
2017-04-26,13:16:00,0,1,0.0
2017-04-26,13:16:30,0,1,0.0
2017-04-26,13:17:00,0,1,0.0
2017-04-26,13:17:30,0,1,0.0
2017-04-26,13:18:00,0,1,0.0
2017-04-26,13:18:30,0,2,0.0
2017-04-26,13:19:00,0,2,0.0
2017-04-26,13:19:30,0,3,0.0
2017-04-26,13:20:00,0,3,0.0
2017-04-26,13:20:30,0,4,0.0
2017-04-26,13:21:00,0,4,0.0
2017-04-26,13:21:30,0,5,0.0
2017-04-26,13:22:00,0,5,0.0
2017-04-26,13:22:30,0,6,0.0
2017-04-26,13:23:00,0,6,0.0
2017-04-26,13:23:30,0,7,0.0
2017-04-26,13:24:00,0,7,0.0
2017-04-26,13:24:30,0,1,0.0
2017-04-26,13:25:00,0,1,0.0
2017-04-26,13:25:30,0,2,0.0
2017-04-26,13:26:00,1080,1,0.05562422744128554
2017-04-26,13:26:30,0,1,0.0
2017-04-26,13:27:00,0,1,0.0
2017-04-26,13:27:30,0,1,0.0
2017-04-26,13:28:00,3329,1,0.17145653069633293
2017-04-26,13:28:30,546,5,0.02812113720642769
2017-04-26,13:29:00,0,5,0.0
2017-04-26,13:29:30,0,5,0.0
2017-04-26,13:30:00,0,5,0.0
2017-04-26,13:30:30,0,5,0.0
2017-04-26,13:31:00,0,5,0.0
2017-04-26,13:31:30,17006,5,0.8758755665430573
2017-04-26,13:32:00,9355,8,0.48181911825298723
2017-04-26,13:32:30,82,8,0.0042233209723939015
2017-04-26,13:33:00,0,8,0.0
2017-04-26,13:33:30,0,8,0.0
2017-04-26,13:34:00,0,8,0.0
2017-04-26,13:34:30,0,8,0.0
2017-04-26,13:35:00,0,8,0.0
2017-04-26,13:35:30,0,8,0.0
2017-04-26,13:36:00,0,8,0.0
2017-04-26,13:36:30,119,8,0.006128965801400907
2017-04-26,13:37:00,1985,3,0.10223526988051092
2017-04-26,13:37:30,730,6,0.037597857437165226
2017-04-26,13:38:00,0,6,0.0
2017-04-26,13:38:30,0,6,0.0
2017-04-26,13:39:00,0,6,0.0
2017-04-26,13:39:30,0,6,0.0
2017-04-26,13:40:00,0,6,0.0
2017-04-26,13:40:30,0,7,0.0
2017-04-26,13:41:00,0,7,0.0
2017-04-26,13:41:30,0,1,0.0
2017-04-26,13:42:00,0,1,0.0
2017-04-26,13:42:30,0,2,0.0
2017-04-26,13:43:00,0,2,0.0
2017-04-26,13:43:30,0,3,0.0
2017-04-26,13:44:00,0,3,0.0
2017-04-26,13:44:30,0,4,0.0
2017-04-26,13:45:00,0,4,0.0
2017-04-26,13:45:30,0,5,0.0
2017-04-26,13:46:00,1636,5,0.0842604037906881
2017-04-26,13:46:30,1723,5,0.08874124433456942
2017-04-26,13:47:00,1160,5,0.059744540585084466
2017-04-26,13:47:30,0,5,0.0
2017-04-26,13:48:00,0,5,0.0
2017-04-26,13:48:30,0,5,0.0
2017-04-26,13:49:00,0,5,0.0
2017-04-26,13:49:30,433,6,0.022301194890811702
2017-04-26,13:50:00,3121,3,0.1607437165224557
2017-04-26,13:50:30,0,3,0.0
2017-04-26,13:51:00,0,3,0.0
2017-04-26,13:51:30,0,3,0.0
2017-04-26,13:52:00,0,3,0.0
2017-04-26,13:52:30,0,3,0.0
2017-04-26,13:53:00,0,3,0.0
2017-04-26,13:53:30,474,3,0.024412855377008654
2017-04-26,13:54:00,3219,5,0.1657911001236094
2017-04-26,13:54:30,3282,1,0.16903584672435104
2017-04-26,13:55:00,2969,1,0.15291512154923775
2017-04-26,13:55:30,1115,1,0.05742686444169757
2017-04-26,13:56:00,441,1,0.022713226205191596
2017-04-26,13:56:30,4835,7,0.24902142562834775
2017-04-26,13:57:00,3160,5,0.16275236918005767
2017-04-26,13:57:30,2832,1,0.14585908529048208
2017-04-26,13:58:00,6376,2,0.32838895756077463
2017-04-26,13:58:30,2257,6,0.11624433456942727
2017-04-26,13:59:00,658,6,0.03388957560774619
2017-04-26,13:59:30,0,6,0.0
