,overpoints,to_end_seconds
26428,2242,17659
26429,2231,17659
26430,2083,17658
26431,2099,17658
26432,1822,17658
26433,1718,17658
26434,1040,17657
26435,1040,17657
26436,1014,17654
26437,1053,17654
26438,1042,17651
26439,1075,17651
26440,1073,17651
26441,1088,17650
26442,1382,17650
26443,1383,17650
26444,1207,17650
26445,1202,17650
26446,1184,17649
26447,1157,17649
26448,1108,17649
26449,1129,17649
26450,1024,17649
26451,1005,17649
26452,1105,17648
26453,1207,17648
26454,1054,17648
26455,1073,17648
26456,1058,17647
26457,1052,17647
26458,1044,17647
26459,1023,17647
26460,1070,17647
26461,1089,17647
26462,1062,17646
26463,1023,17646
26464,1223,17645
26465,1215,17645
26466,1159,17645
26467,1183,17645
26468,1448,17644
26469,1468,17644
26470,1719,17644
26471,1717,17644
26472,1734,17644
26473,1810,17644
26474,2233,17643
26475,2257,17643
26476,2532,17643
26477,2552,17643
26478,2826,17642
26479,2820,17642
26480,3153,17642
26481,3151,17642
26482,3606,17642
26483,3602,17642
26484,3442,17641
26485,3375,17641
26486,3088,17641
26487,3111,17641
26488,3480,17640
26489,3561,17640
26490,4474,17640
26491,4311,17640
26492,3580,17640
26493,3553,17640
26494,3859,17639
26495,3878,17639
26496,4460,17639
26497,4478,17639
26498,4794,17638
26499,4823,17638
26500,4864,17638
26501,4863,17638
26502,4820,17637
26503,4752,17637
26504,4689,17637
26505,4702,17637
26506,4723,17637
26507,4718,17637
26508,4451,17636
26509,4408,17636
26510,4206,17636
26511,4209,17636
26512,4387,17635
26513,4432,17635
26514,4512,17635
26515,4509,17635
26516,4439,17634
26517,4483,17634
26518,4410,17634
26519,4393,17634
26520,4438,17633
26521,4479,17633
26522,3896,17633
26523,3764,17633
26524,2679,17633
26525,2541,17633
26526,2093,17632
26527,2095,17632
26528,1673,17632
26529,1618,17632
26530,1422,17631
26531,1398,17631
26532,1430,17631
26533,1475,17631
26534,1966,17630
26535,1985,17630
26536,2576,17630
26537,2583,17630
26538,2375,17629
26539,2384,17629
26540,2275,17629
26541,2144,17629
26542,1524,17629
26543,1495,17628
26544,1301,17628
26545,1298,17628
26546,1460,17628
26547,1427,17628
26548,1101,17627
26549,1096,17627
26550,1219,17627
26551,1145,17627
26552,1223,17625
26553,1186,17625
26554,1270,17624
26555,1279,17624
26556,1798,17624
26557,1793,17624
26558,1909,17623
26559,1858,17623
26560,1499,17623
26561,1500,17623
26562,1505,17622
26563,1480,17622
26564,1359,17622
26565,1371,17622
26566,1219,17622
26567,1217,17622
26568,1201,17621
26569,1239,17621
26570,1419,17621
26571,1424,17621
26572,1144,17621
26573,1128,17620
26574,1105,17620
26575,1137,17620
26576,1160,17620
26577,1147,17620
26578,1183,17619
26579,1198,17619
26580,1270,17619
26581,1302,17619
26582,1382,17619
26583,1348,17618
26584,1428,17618
26585,1403,17618
26586,1525,17618
26587,1484,17618
26588,1756,17617
26589,1824,17617
26590,1760,17617
26591,1710,17617
26592,1940,17617
26593,1965,17616
26594,1553,17616
26595,1535,17616
26596,1385,17616
26597,1379,17616
26598,2366,17615
26599,2493,17615
26600,2596,17615
26601,1608,17614
26602,1531,17614
26603,1391,17614
26604,1392,17614
26605,1346,17614
26606,1312,17614
26607,1490,17613
26608,1505,17613
26609,1647,17613
26610,1694,17613
26611,2161,17612
26612,2284,17612
26613,3375,17612
26614,3471,17612
26615,4078,17611
26616,4145,17611
26617,4715,17611
26618,4735,17611
26619,4886,17611
26620,4867,17611
26621,5188,17610
26622,5227,17610
26623,5347,17610
26624,5364,17610
26625,5465,17609
26626,5387,17609
26627,5012,17609
26628,5010,17609
26629,5092,17609
26630,5123,17608
26631,5224,17608
26632,5186,17608
26633,5476,17608
26634,5415,17608
26635,5485,17607
26636,5476,17607
26637,5409,17607
26638,5407,17607
26639,5134,17606
26640,4947,17606
26641,3289,17606
26642,3076,17606
26643,1224,17606
26644,1247,17606
26645,1210,17605
26646,1231,17605
26647,1347,17605
26648,1324,17605
26649,1186,17604
26650,1202,17604
26651,1338,17604
26652,1314,17604
26653,1668,17604
26654,1664,17604
26655,1606,17603
26656,1607,17603
26657,2052,17603
26658,2263,17603
26659,2611,17602
26660,2576,17602
26661,2298,17602
26662,2293,17602
26663,3381,17601
26664,3568,17601
26665,3915,17601
26666,3934,17601
26667,4094,17601
26668,4100,17601
26669,4101,17600
26670,4104,17600
26671,3980,17600
26672,3981,17600
26673,4123,17599
26674,4180,17599
26675,4993,17599
26676,5028,17599
26677,5595,17598
26678,5562,17598
26679,4262,17598
26680,4131,17598
26681,3385,17598
26682,3360,17598
26683,3345,17597
26684,3319,17597
26685,3229,17597
26686,3258,17597
26687,3703,17596
26688,3623,17596
26689,3806,17596
26690,3713,17596
26691,3468,17595
26692,3471,17595
26693,3637,17595
26694,3702,17595
26695,3230,17595
26696,3233,17595
26697,3302,17594
26698,3346,17594
26699,3421,17594
26700,3456,17594
26701,3594,17593
26702,3577,17593
26703,3523,17593
26704,3530,17593
26705,3621,17592
26706,3663,17592
26707,3700,17592
26708,3700,17592
26709,3609,17592
26710,3579,17592
26711,3877,17591
26712,3881,17591
26713,3584,17591
26714,3623,17591
26715,3617,17590
26716,3644,17590
26717,3513,17590
26718,3487,17590
26719,3686,17590
26720,3692,17589
26721,3964,17589
26722,3942,17589
26723,4144,17589
26724,4181,17589
26725,4844,17588
26726,4990,17588
26727,5773,17588
26728,5961,17588
26729,6263,17587
26730,6250,17587
26731,5794,17587
26732,5704,17587
26733,5384,17586
26734,5327,17586
26735,4055,17586
26736,3874,17586
26737,3168,17586
26738,3191,17586
26739,4340,17585
26740,4544,17585
26741,6122,17585
26742,6135,17585
26743,5392,17584
26744,5318,17584
26745,5567,17584
26746,5636,17584
26747,5496,17583
26748,5492,17583
26749,5349,17583
26750,5299,17583
26751,4867,17583
26752,4816,17582
26753,4814,17582
26754,3785,17582
26755,3209,17582
26756,2864,17581
26757,2527,17581
26758,2544,17581
26759,2552,17581
26760,2664,17581
26761,2724,17581
26762,2740,17581
26763,2743,17581
26764,2760,17581
26765,2802,17580
26766,2787,17580
26767,2724,17580
26768,2562,17580
26769,2391,17580
26770,2204,17580
26771,1990,17580
26772,1694,17580
26773,1496,17580
26774,1452,17579
26775,1492,17579
26776,1544,17579
26777,1548,17579
26778,1558,17579
26779,1557,17579
26780,1549,17579
26781,1567,17579
26782,1546,17579
26783,1552,17579
26784,1551,17578
26785,1536,17578
26786,1539,17578
26787,1525,17578
26788,1545,17578
26789,1496,17578
26790,1555,17578
26791,1526,17578
26792,1528,17578
26793,1541,17577
26794,1553,17577
26795,1560,17577
26796,1568,17577
26797,1529,17577
26798,1566,17577
26799,1558,17577
26800,1528,17577
26801,1352,17576
26802,1084,17576
26803,1001,17574
26804,1011,17574
26805,1006,17574
26806,1029,17574
26807,1063,17574
26808,1118,17574
26809,1147,17573
26810,1090,17573
26811,1201,17573
26812,1282,17573
26813,1363,17573
26814,1385,17573
26815,1530,17573
26816,1638,17573
26817,1711,17572
26818,1625,17572
26819,1472,17572
26820,1325,17572
26821,1331,17572
26822,1304,17572
26823,1271,17572
26824,1206,17572
26825,1137,17571
26826,1128,17571
26827,1026,17571
26828,1263,17570
26829,1218,17570
26830,1125,17570
26831,1244,17570
26832,1390,17570
26833,1351,17570
26834,1174,17570
26835,1105,17570
26836,1008,17563
26837,1070,17563
26838,1088,17563
26839,1142,17563
26840,1131,17562
26841,1148,17562
26842,1022,17562
26843,1038,17562
26844,1114,17562
26845,1151,17562
26846,1104,17562
26847,1044,17561
26848,1074,17561
26849,1326,17561
26850,1597,17561
26851,1512,17561
26852,1353,17561
26853,1148,17561
26854,1020,17561
26855,1073,17560
26856,1374,17560
26857,1639,17560
26858,1857,17560
26859,2098,17560
26860,2255,17560
26861,2280,17560
26862,2223,17559
26863,2026,17559
26864,1894,17559
26865,2144,17559
26866,2666,17559
26867,3261,17559
26868,3306,17559
26869,3353,17559
26870,3365,17559
26871,3148,17558
26872,2650,17558
26873,2744,17558
26874,3029,17558
26875,2734,17558
26876,2222,17558
26877,1809,17558
26878,1728,17558
26879,1809,17558
26880,2014,17557
26881,1979,17557
26882,1808,17557
26883,1288,17557
26884,1229,17556
26885,1588,17556
26886,1909,17556
26887,2112,17556
26888,2045,17556
26889,1899,17556
26890,1680,17556
26891,1424,17555
26892,1308,17555
26893,1006,17555
26894,1084,17554
26895,1001,17553
26896,1375,17552
26897,1772,17552
26898,2369,17552
26899,3317,17552
26900,4015,17552
26901,4960,17552
26902,5554,17552
26903,5801,17552
26904,5749,17551
26905,5794,17551
26906,5760,17551
26907,5739,17551
26908,5626,17551
26909,5450,17551
26910,5341,17551
26911,5128,17551
26912,5053,17550
26913,4910,17550
26914,4842,17550
26915,4838,17550
26916,4872,17550
26917,4930,17550
26918,4893,17550
26919,4842,17550
26920,4783,17550
26921,4712,17549
26922,4708,17549
26923,4713,17549
26924,4663,17549
26925,4639,17549
26926,4630,17549
26927,4684,17549
26928,4599,17549
26929,4561,17549
26930,4535,17548
26931,4376,17548
26932,4305,17548
26933,4120,17548
26934,4012,17548
26935,3923,17548
26936,3857,17548
26937,3796,17548
26938,3746,17547
26939,3657,17547
26940,3594,17547
26941,3390,17547
26942,3110,17547
26943,3123,17547
26944,3135,17547
26945,3174,17547
26946,3224,17547
26947,3439,17546
26948,3726,17546
26949,3959,17546
26950,3999,17546
26951,4049,17546
26952,4335,17546
26953,4724,17546
26954,4811,17546
26955,4494,17546
26956,4316,17545
26957,4247,17545
26958,4192,17545
26959,4199,17545
26960,4170,17545
26961,4203,17545
26962,4173,17545
26963,4181,17545
26964,4185,17545
26965,4183,17544
26966,3998,17544
26967,3809,17544
26968,3655,17544
26969,3273,17544
26970,3016,17544
26971,2678,17544
26972,2365,17544
26973,2131,17544
26974,1730,17544
26975,1407,17543
26976,1155,17543
26977,1060,17543
26978,1280,17541
26979,1511,17541
26980,1816,17541
26981,2170,17541
26982,2557,17540
26983,3055,17540
26984,3668,17540
26985,4007,17540
26986,4089,17540
26987,4023,17540
26988,3774,17540
26989,3503,17540
26990,3495,17540
26991,3750,17540
26992,3982,17539
26993,4000,17539
26994,4058,17539
26995,4163,17539
26996,4219,17539
26997,4297,17539
26998,4355,17539
26999,4184,17539
27000,3845,17539
27001,3540,17539
27002,3348,17539
27003,3219,17538
27004,3156,17538
27005,3161,17538
27006,3155,17538
27007,3321,17538
27008,3448,17538
27009,3496,17538
27010,3526,17538
27011,3301,17538
27012,3015,17538
27013,2981,17537
27014,3158,17537
27015,3239,17537
27016,3294,17537
27017,3386,17537
27018,3547,17537
27019,3726,17537
27020,3709,17537
27021,3690,17537
27022,3796,17537
27023,3850,17536
27024,3670,17536
27025,3358,17536
27026,3321,17536
27027,3334,17536
27028,3479,17536
27029,4103,17536
27030,4713,17536
27031,4868,17536
27032,4822,17536
27033,4827,17536
27034,4792,17535
27035,4745,17535
27036,4286,17535
27037,3654,17535
27038,3079,17535
27039,2891,17535
27040,2706,17535
27041,2696,17535
27042,2807,17535
27043,3180,17535
27044,3738,17534
27045,4169,17534
27046,4820,17534
27047,5332,17534
27048,5828,17534
27049,6209,17534
27050,6586,17534
27051,6935,17534
27052,7299,17534
27053,7650,17534
27054,8283,17534
27055,8812,17533
27056,9361,17533
27057,9869,17533
27058,10130,17533
27059,10498,17533
27060,10905,17533
27061,11048,17533
27062,10740,17533
27063,10298,17533
27064,9854,17533
27065,9418,17532
27066,8851,17532
27067,8331,17532
27068,8060,17532
27069,7657,17532
27070,7246,17532
27071,6840,17532
27072,6512,17532
27073,6004,17532
27074,5609,17532
27075,5182,17531
27076,4671,17531
27077,4487,17531
27078,4466,17531
27079,4587,17531
27080,4801,17531
27081,4985,17531
27082,5171,17531
27083,5309,17531
27084,5633,17531
27085,6090,17531
27086,6444,17530
27087,6886,17530
27088,7560,17530
27089,8357,17530
27090,9301,17530
27091,10405,17530
27092,11146,17530
27093,11630,17530
27094,12005,17530
27095,12278,17530
27096,12313,17529
27097,12112,17529
27098,11762,17529
27099,11046,17529
27100,10158,17529
27101,9070,17529
27102,8207,17529
27103,7494,17529
27104,7037,17529
27105,6622,17529
27106,6276,17528
27107,5715,17528
27108,5275,17528
27109,4682,17528
27110,3976,17528
27111,3434,17528
27112,3011,17528
27113,2560,17528
27114,2391,17528
27115,2311,17528
27116,2269,17528
27117,2343,17527
27118,2525,17527
27119,2847,17527
27120,3200,17527
27121,3433,17527
27122,3908,17527
27123,4261,17527
27124,4356,17527
27125,4383,17527
27126,4374,17527
27127,4147,17526
27128,3846,17526
27129,3319,17526
27130,2917,17526
27131,2761,17526
27132,2888,17526
27133,3361,17526
27134,3701,17526
27135,4099,17526
27136,4868,17526
27137,5287,17526
27138,6075,17525
27139,6999,17525
27140,7934,17525
27141,8765,17525
27142,9587,17525
27143,10330,17525
27144,10927,17525
27145,11212,17525
27146,11541,17525
27147,11818,17525
27148,12033,17524
27149,11989,17524
27150,11787,17524
27151,11603,17524
27152,11331,17524
27153,10742,17524
27154,10204,17524
27155,9631,17524
27156,9052,17524
27157,8477,17524
27158,7802,17524
27159,7201,17523
27160,6996,17523
27161,7038,17523
27162,7099,17523
27163,7124,17523
27164,7043,17523
27165,6711,17523
27166,6080,17523
27167,5255,17523
27168,4560,17523
27169,4077,17522
27170,3875,17522
27171,3712,17522
27172,3696,17522
27173,3574,17522
27174,3461,17522
27175,3497,17522
27176,3456,17522
27177,3463,17522
27178,3609,17522
27179,3890,17522
27180,4362,17521
27181,5340,17521
27182,6336,17521
27183,6636,17521
27184,6754,17521
27185,6313,17521
27186,5866,17521
27187,5251,17521
27188,4601,17521
27189,3955,17521
27190,3434,17520
27191,3280,17520
27192,3223,17520
27193,3250,17520
27194,3399,17520
27195,3688,17520
27196,3949,17520
27197,4096,17520
27198,4565,17520
27199,4932,17520
27200,5091,17520
27201,5272,17519
27202,5453,17519
27203,5704,17519
27204,5969,17519
27205,5711,17519
27206,5047,17519
27207,4353,17519
27208,4487,17519
27209,5038,17519
27210,5550,17519
27211,6211,17518
27212,6681,17518
27213,7116,17518
27214,7653,17518
27215,7739,17518
27216,7658,17518
27217,7582,17518
27218,7521,17518
27219,7255,17518
27220,6868,17518
27221,6351,17517
27222,6100,17517
27223,6565,17517
27224,6569,17517
27225,6469,17517
27226,6539,17517
27227,6679,17517
27228,6663,17517
27229,6622,17517
27230,6666,17517
27231,6039,17516
27232,4648,17516
27233,3725,17516
27234,2330,17515
27235,2148,17515
27236,2180,17515
27237,2338,17515
27238,2379,17515
27239,2333,17514
27240,2265,17514
27241,2255,17514
27242,2113,17514
27243,1593,17513
27244,1251,17513
27245,1040,17512
27246,1283,17512
27247,1385,17512
27248,1354,17511
27249,1375,17511
27250,1385,17511
27251,1378,17510
27252,1379,17510
27253,1357,17510
27254,1427,17510
27255,1388,17509
27256,1404,17509
27257,1428,17509
27258,1442,17509
27259,1567,17508
27260,1569,17508
27261,1512,17508
27262,1474,17508
27263,1440,17507
27264,1306,17507
27265,1129,17507
27266,1346,17507
27267,1858,17506
27268,1566,17506
27269,1242,17506
27270,1082,17505
27271,1033,17505
27272,1202,17505
27273,1213,17505
27274,1543,17504
27275,1545,17504
27276,1458,17504
27277,1961,17504
27278,1529,17503
27279,1124,17503
27280,1088,17503
27281,1430,17502
27282,1811,17502
27283,1821,17502
27284,2019,17502
27285,2146,17501
27286,2215,17501
27287,2135,17501
27288,2012,17500
27289,1654,17500
27290,1236,17500
27291,1076,17500
27292,1169,17499
27293,1327,17499
27294,1284,17499
27295,1335,17499
27296,1402,17498
27297,1678,17498
27298,2449,17498
27299,3118,17497
27300,4046,17497
27301,4165,17497
27302,4815,17497
27303,4869,17496
27304,5947,17496
27305,6440,17496
27306,6808,17496
27307,6979,17495
27308,6168,17495
27309,5172,17495
27310,5325,17494
27311,4873,17494
27312,4719,17494
27313,4105,17494
27314,4699,17493
27315,4792,17493
27316,4531,17493
27317,4481,17492
27318,4655,17492
27319,4876,17492
27320,4335,17491
27321,4542,17491
27322,4346,17491
27323,4373,17490
27324,4345,17490
27325,4372,17490
27326,4155,17489
27327,4937,17489
27328,5592,17489
27329,5426,17488
27330,5038,17488
27331,4220,17488
27332,3692,17487
27333,3122,17487
27334,1698,17487
27335,1429,17486
27336,2177,17486
27337,1989,17486
27338,1633,17485
27339,1628,17485
27340,1670,17485
27341,1615,17485
27342,1550,17484
27343,1415,17484
27344,1279,17484
27345,1082,17483
27346,1006,17483
27347,1003,17483
27348,1219,17483
27349,1253,17482
27350,1137,17482
27351,1110,17482
27352,1012,17481
27353,1132,17480
27354,1478,17479
27355,1687,17479
27356,1538,17479
27357,1215,17478
27358,1067,17478
27359,1557,17478
27360,4076,17477
27361,5712,17477
27362,5729,17477
27363,4982,17476
27364,5498,17476
27365,5941,17476
27366,5229,17476
27367,5392,17475
27368,6228,17475
27369,5523,17475
27370,4529,17475
27371,4156,17474
27372,5552,17474
27373,5702,17473
27374,4783,17473
27375,3998,17473
27376,3111,17472
27377,1026,17472
27378,1078,17471
27379,1199,17471
27380,1305,17471
27381,1400,17471
27382,1297,17470
27383,1209,17470
27384,1161,17470
27385,1088,17469
27386,1385,17469
27387,3326,17469
27388,4164,17468
27389,4396,17468
27390,4549,17468
27391,4469,17468
27392,4398,17467
27393,4353,17467
27394,4264,17467
27395,4440,17466
27396,4169,17466
27397,4349,17466
27398,4773,17466
27399,4699,17465
27400,4731,17465
27401,4046,17465
27402,1843,17464
27403,1299,17464
27404,1192,17464
27405,1154,17463
27406,1092,17463
27407,1057,17463
27408,1115,17462
27409,1197,17462
27410,1219,17461
27411,1171,17461
27412,1352,17461
27413,2171,17461
27414,3600,17460
27415,4032,17460
27416,4419,17460
27417,4334,17459
27418,4187,17459
27419,4064,17459
27420,4159,17459
27421,4249,17458
27422,3876,17458
27423,4058,17458
27424,4337,17457
27425,4174,17457
27426,3852,17457
27427,1964,17456
27428,1024,17454
27429,1166,17454
27430,1440,17453
27431,3117,17453
27432,3927,17453
27433,4110,17453
27434,4060,17452
27435,4050,17452
27436,4206,17452
27437,4482,17451
27438,4480,17451
27439,4437,17451
27440,4261,17451
27441,3555,17450
27442,2686,17450
27443,2071,17450
27444,1544,17449
27445,1417,17449
27446,1438,17449
27447,1375,17449
27448,1330,17448
27449,1404,17448
27450,2177,17448
27451,3654,17447
27452,3877,17447
27453,3682,17447
27454,3306,17447
27455,3135,17446
27456,2848,17446
27457,2420,17446
27458,1665,17445
27459,1088,17445
27460,1030,17445
27461,1024,17420
27462,1007,17419
27463,1009,17417
27464,1399,17416
27465,1068,17416
27466,1067,17416
27467,1639,17415
27468,1405,17415
27469,1443,17415
27470,1557,17414
27471,1305,17414
27472,1582,17414
27473,1622,17414
27474,1402,17413
27475,1499,17413
27476,1866,17413
27477,2245,17412
27478,2559,17412
27479,3286,17412
27480,3597,17411
27481,3589,17411
27482,3622,17411
27483,3953,17410
27484,4097,17410
27485,4151,17410
27486,3932,17410
27487,3218,17409
27488,2461,17409
27489,2068,17409
27490,1821,17408
27491,1777,17408
27492,1155,17408
27493,1139,17407
27494,1210,17407
27495,2340,17378
27496,2571,17378
27497,2384,17378
27498,2124,17377
27499,2075,17377
27500,1972,17377
27501,1494,17376
27502,1098,17376
27503,1131,17328
27504,1519,17328
27505,1301,17327
27506,1591,17327
27507,2187,17327
27508,1448,17327
27509,2232,17326
27510,1395,17326
27511,1573,17326
27512,2193,17325
27513,1219,17311
27514,1295,17311
27515,2520,17287
27516,2618,17286
27517,3241,17286
27518,4371,17286
27519,5479,17285
27520,5802,17285
27521,5412,17285
27522,4707,17285
27523,5096,17284
27524,4763,17284
27525,4185,17284
27526,3731,17283
27527,3637,17283
27528,3267,17283
27529,3024,17282
27530,3381,17282
27531,3338,17282
27532,2771,17281
27533,2548,17281
27534,3861,17281
27535,4162,17281
27536,4660,17280
27537,5257,17280
27538,4404,17280
27539,4813,17279
27540,5507,17279
27541,6024,17279
27542,4881,17279
27543,4313,17278
27544,4292,17278
27545,4939,17278
27546,5047,17278
27547,4374,17277
27548,3449,17277
27549,2825,17277
27550,2585,17277
27551,2296,17276
27552,2164,17276
27553,2056,17276
27554,1990,17276
27555,1687,17275
27556,1235,17275
27557,1307,17275
27558,1242,17275
27559,1952,17274
27560,1865,17274
27561,1841,17274
27562,2379,17274
27563,2343,17273
27564,2181,17273
27565,1531,17273
27566,1567,17273
27567,1539,17272
27568,1464,17272
27569,1827,17272
27570,1920,17272
27571,2670,17272
27572,2724,17272
27573,2387,17271
27574,2311,17271
27575,2208,17271
27576,2167,17271
27577,2129,17271
27578,2373,17271
27579,5610,17270
27580,5972,17270
27581,8960,17270
27582,9033,17270
27583,7427,17270
27584,7261,17269
27585,5921,17269
27586,5919,17269
27587,6929,17269
27588,6748,17269
27589,5343,17268
27590,4926,17268
27591,3732,17268
27592,3618,17268
27593,3142,17267
27594,3237,17267
27595,4975,17267
27596,5124,17267
27597,4612,17267
27598,4744,17267
27599,6428,17266
27600,6626,17266
27601,5822,17266
27602,5333,17266
27603,4985,17265
27604,5104,17265
27605,4495,17265
27606,4375,17265
27607,3470,17265
27608,3335,17265
27609,3069,17264
27610,3165,17264
27611,3246,17264
27612,3435,17264
27613,5170,17263
27614,5243,17263
27615,5322,17263
27616,5353,17263
27617,4891,17263
27618,4764,17263
27619,3621,17262
27620,3525,17262
27621,2513,17262
27622,2440,17262
27623,1262,17262
27624,1198,17262
27625,1297,17261
27626,2361,17261
27627,2510,17261
27628,1788,17260
27629,1607,17260
27630,2048,17260
27631,2190,17260
27632,3451,17260
27633,3604,17260
27634,4278,17259
27635,4315,17259
27636,4807,17259
27637,4947,17259
27638,5735,17259
27639,4599,17258
27640,4404,17258
27641,4188,17258
27642,4686,17258
27643,4915,17258
27644,4805,17258
27645,4609,17258
27646,4075,17258
27647,3446,17257
27648,2753,17257
27649,2487,17257
27650,2640,17257
27651,3493,17257
27652,4564,17257
27653,4801,17257
27654,4196,17257
27655,3166,17257
27656,2385,17257
27657,2060,17256
27658,1843,17256
27659,1769,17256
27660,1920,17256
27661,2964,17256
27662,3595,17256
27663,4329,17256
27664,5339,17256
27665,5442,17256
27666,3654,17256
27667,2441,17256
27668,1937,17255
27669,1869,17255
27670,1943,17255
27671,2210,17255
27672,3254,17255
27673,4062,17255
27674,5087,17255
27675,5429,17255
27676,4388,17255
27677,3510,17255
27678,2570,17254
27679,2360,17254
27680,2360,17254
27681,2570,17254
27682,3190,17254
27683,4263,17254
27684,5235,17254
27685,5078,17254
27686,4422,17254
27687,3700,17254
27688,3301,17254
27689,2736,17253
27690,2542,17253
27691,2691,17253
27692,3277,17253
27693,3673,17253
27694,4684,17253
27695,5656,17253
27696,5297,17253
27697,4493,17253
27698,4571,17253
27699,4982,17252
27700,5714,17252
27701,5873,17252
27702,5209,17252
27703,4488,17252
27704,4132,17252
27705,4170,17252
27706,3555,17252
27707,2869,17252
27708,2719,17252
27709,2875,17252
27710,3111,17251
27711,3575,17251
27712,4447,17251
27713,5306,17251
27714,5410,17251
27715,4239,17251
27716,2823,17251
27717,2326,17251
27718,2749,17251
27719,3456,17251
27720,3697,17250
27721,4054,17250
27722,4254,17250
27723,4701,17250
27724,5558,17250
27725,5842,17250
27726,5153,17250
27727,4595,17250
27728,3773,17250
27729,3587,17250
27730,3574,17249
27731,3889,17249
27732,4336,17249
27733,4803,17249
27734,5032,17249
27735,5111,17249
27736,4920,17249
27737,4313,17249
27738,3854,17249
27739,3820,17249
27740,3823,17249
27741,3671,17248
27742,3523,17248
27743,3697,17248
27744,4033,17248
27745,4091,17248
27746,3672,17248
27747,3054,17248
27748,2537,17248
27749,2100,17248
27750,2138,17248
27751,2510,17247
27752,3037,17247
27753,3375,17247
27754,3403,17247
27755,3331,17247
27756,3617,17247
27757,3954,17247
27758,3870,17247
27759,3349,17247
27760,2898,17247
27761,2087,17247
27762,1865,17246
27763,2022,17246
27764,2367,17246
27765,2755,17246
27766,3001,17246
27767,3222,17246
27768,3464,17246
27769,3677,17246
27770,3650,17246
27771,3703,17246
27772,3660,17245
27773,3584,17245
27774,3506,17245
27775,3415,17245
27776,3380,17245
27777,3331,17245
27778,3321,17245
27779,3320,17245
27780,3293,17245
27781,3293,17245
27782,3274,17245
27783,3208,17244
27784,3186,17244
27785,3139,17244
27786,3068,17244
27787,3048,17244
27788,3026,17244
27789,2949,17244
27790,2888,17244
27791,2885,17244
27792,2885,17244
27793,2878,17243
27794,2899,17243
27795,2914,17243
27796,2965,17243
27797,2952,17243
27798,2904,17243
27799,2848,17243
27800,2733,17243
27801,2659,17243
27802,2573,17243
27803,2589,17242
27804,2588,17242
27805,2641,17242
27806,2649,17242
27807,2635,17242
27808,2659,17242
27809,3039,17242
27810,3095,17242
27811,3123,17242
27812,3002,17242
27813,2928,17242
27814,2839,17241
27815,2649,17241
27816,2188,17241
27817,2057,17241
27818,2519,17241
27819,2826,17241
27820,2712,17241
27821,2995,17241
27822,3325,17241
27823,3244,17241
27824,3754,17240
27825,3620,17240
27826,3532,17240
27827,3503,17240
27828,3964,17240
27829,4268,17240
27830,4063,17240
27831,4532,17240
27832,4771,17240
27833,5219,17240
27834,5279,17240
27835,4559,17239
27836,3842,17239
27837,3521,17239
27838,3362,17239
27839,3322,17239
27840,3121,17239
27841,2870,17239
27842,2683,17239
27843,2574,17239
27844,2810,17238
27845,2905,17238
27846,2953,17238
27847,2791,17238
27848,2657,17238
27849,2524,17238
27850,2323,17238
27851,2123,17238
27852,2156,17238
27853,2294,17238
27854,2494,17238
27855,2740,17237
27856,3049,17237
27857,3365,17237
27858,3914,17237
27859,4716,17237
27860,5452,17237
27861,6227,17237
27862,5790,17237
27863,4958,17237
27864,4325,17236
27865,3587,17236
27866,3338,17236
27867,3388,17236
27868,3365,17236
27869,3468,17236
27870,3495,17236
27871,3290,17236
27872,2820,17236
27873,2282,17236
27874,2342,17235
27875,2542,17235
27876,2921,17235
27877,3396,17235
27878,3387,17235
27879,2926,17235
27880,2782,17235
27881,2659,17235
27882,2500,17235
27883,2132,17234
27884,2852,17234
27885,3529,17234
27886,3841,17234
27887,4044,17234
27888,4180,17234
27889,4253,17234
27890,4237,17234
27891,4324,17234
27892,4132,17233
27893,4194,17233
27894,4224,17233
27895,4237,17233
27896,4229,17233
27897,4278,17233
27898,4239,17233
27899,4239,17233
27900,4150,17233
27901,4017,17233
27902,3797,17232
27903,3418,17232
27904,2976,17232
27905,2505,17232
27906,1873,17232
27907,1554,17232
27908,1412,17232
27909,1332,17232
27910,1344,17232
27911,1602,17231
27912,1806,17231
27913,1890,17231
27914,2406,17231
27915,3073,17231
27916,3790,17231
27917,3793,17231
27918,3630,17231
27919,3463,17231
27920,3500,17230
27921,2798,17230
27922,2225,17230
27923,1887,17230
27924,1737,17230
27925,1738,17230
27926,1655,17230
27927,1505,17230
27928,1128,17230
27929,1045,17229
27930,1261,17228
27931,1099,17228
27932,1486,16433
27933,1987,16433
27934,2438,16432
27935,2836,16432
27936,3074,16432
27937,3277,16432
27938,3484,16432
27939,3576,16432
27940,2672,16432
27941,1976,16432
27942,1704,16432
27943,1628,16431
27944,1711,16431
27945,1586,16431
27946,1748,16431
27947,2193,16431
27948,2377,16431
27949,2184,16431
27950,2304,16431
27951,2208,16431
27952,1845,16430
27953,1901,16430
27954,2241,16430
27955,2276,16430
27956,1784,16430
27957,1832,16430
27958,2165,16430
27959,2562,16430
27960,2685,16429
27961,2718,16429
27962,2803,16429
27963,2772,16429
27964,2784,16429
27965,2826,16429
27966,2738,16429
27967,2733,16429
27968,2721,16429
27969,2601,16428
27970,2509,16428
27971,2499,16428
27972,2496,16428
27973,2562,16428
27974,2709,16428
27975,2838,16428
27976,2688,16428
27977,2506,16428
27978,2515,16427
27979,2369,16427
27980,2293,16427
27981,2272,16427
